Step,Date,Market_Return,Agent_Return,Cash_Ratio,Total_Value,Reward
830,2022-07-24,-0.0221,-0.0203,0.09,63665193,-0.1662
840,2022-08-03,0.0000,-0.0009,0.03,64460143,-0.0273
850,2022-08-13,-0.0071,-0.0099,0.18,66748656,-0.1534
860,2022-08-23,0.0137,0.0124,0.02,68901538,0.0989
870,2022-09-02,-0.0300,-0.0208,0.11,65115957,-0.0254
880,2022-09-12,0.0116,0.0070,0.15,63193103,-0.0227
890,2022-09-22,0.0000,-0.0017,0.04,60419413,-0.0495
900,2022-10-02,-0.0071,-0.0067,0.07,58838270,-0.0588
910,2022-10-12,0.0000,-0.0012,0.06,59599986,-0.0372
920,2022-10-22,-0.0047,-0.0029,0.18,57210266,0.0050
930,2022-11-01,0.0067,0.0045,0.07,56196228,0.0007
940,2022-11-11,-0.0095,-0.0089,0.05,61760206,-0.0750
950,2022-11-21,0.0068,0.0024,0.24,61221304,-0.0638
960,2022-12-01,0.0000,-0.0012,0.08,61933387,-0.0355
970,2022-12-11,0.0309,0.0208,0.23,62304545,0.0041
980,2022-12-21,0.0000,-0.0011,0.11,63380932,-0.0345
990,2022-12-31,0.0017,0.0036,0.04,66245632,0.0729
1000,2023-01-10,-0.0281,-0.0234,0.17,69423885,-0.1403
1010,2023-01-20,-0.0314,-0.0235,0.25,68884376,-0.0758
1020,2023-01-30,0.0131,0.0111,0.27,62898672,0.0708
1030,2023-02-09,0.0000,-0.0016,0.24,62954877,-0.0473
1040,2023-02-19,0.0432,0.0327,0.09,64042793,0.1181
1050,2023-03-01,0.0000,-0.0007,0.04,69931506,-0.0209
1060,2023-03-11,-0.0177,-0.0226,0.04,70932858,-0.3241
1070,2023-03-21,0.0000,-0.0007,0.07,77902994,-0.0218
1080,2023-03-31,0.0000,-0.0010,0.10,79255416,-0.0313
1090,2023-04-10,0.0145,0.0129,0.11,78818505,0.0952
1100,2023-04-20,0.0000,-0.0016,0.24,81538056,-0.0475
1110,2023-04-30,0.0077,0.0118,0.07,84793097,0.2009
1120,2023-05-10,0.0000,-0.0011,0.09,80046577,-0.0319
1130,2023-05-20,0.0251,0.0162,0.20,81528548,-0.0152
1140,2023-05-30,-0.0054,-0.0030,0.21,81077605,0.0192
1150,2023-06-09,-0.0443,-0.0378,0.03,78133593,-0.2468
1160,2023-06-19,0.0107,0.0120,0.15,75170610,0.1436
1170,2023-06-29,0.0000,-0.0009,0.18,72068550,-0.0277
1180,2023-07-09,-0.0156,-0.0141,0.07,71246323,-0.1125
1190,2023-07-19,0.0000,-0.0012,0.06,66044907,-0.0346
1200,2023-07-29,-0.0251,-0.0163,0.24,62771513,0.0116
1210,2023-08-08,-0.0047,-0.0067,0.20,66576355,-0.1075
1220,2023-08-18,-0.0153,-0.0099,0.05,63118385,0.0086
1230,2023-08-28,0.0053,0.0036,0.33,69383442,0.0025
1240,2023-09-07,0.0000,-0.0011,0.19,70988659,-0.0333
1250,2023-09-17,-0.0069,-0.0073,0.04,69600555,-0.0801
1260,2023-09-27,0.0000,-0.0013,0.04,67047654,-0.0377
1270,2023-10-07,-0.0311,-0.0242,0.22,62862967,-0.1043
1280,2023-10-17,-0.0004,-0.0019,0.18,63292600,-0.0495
1290,2023-10-27,-0.0435,-0.0285,0.25,60511195,0.0141
1300,2023-11-06,0.0191,0.0226,0.05,64543129,0.2965
1310,2023-11-16,0.0000,-0.0007,0.14,62541414,-0.0203
1320,2023-11-26,-0.0067,-0.0079,0.07,60383164,-0.1014
1330,2023-12-06,0.0000,-0.0014,0.09,64248552,-0.0430
1340,2023-12-16,0.0000,-0.0014,0.06,62852721,-0.0410
1350,2023-12-26,0.0031,0.0020,0.03,62366849,-0.0001
1360,2024-01-05,0.0040,0.0040,0.02,61009593,0.0417
1370,2024-01-15,-0.0024,-0.0019,0.36,61482071,-0.0078
1380,2024-01-25,0.0000,-0.0011,0.19,58722782,-0.0316
1390,2024-02-04,-0.0033,-0.0039,0.03,56693316,-0.0507
1400,2024-02-14,0.0000,-0.0012,0.21,55641637,-0.0364
1410,2024-02-24,0.0000,-0.0016,0.11,54068610,-0.0478
1420,2024-03-05,-0.0004,-0.0010,0.14,57108355,-0.0201
1430,2024-03-15,0.0082,0.0077,0.04,57368963,0.0669
1440,2024-03-25,-0.0041,-0.0051,0.11,60264277,-0.0709
1450,2024-04-04,0.0000,-0.0007,0.08,58423776,-0.0206
1460,2024-04-14,0.0113,0.0078,0.17,56789628,0.0079
1470,2024-04-24,0.0000,-0.0011,0.08,59018856,-0.0340
1480,2024-05-04,-0.0125,-0.0156,0.05,55679840,-0.2179
1490,2024-05-14,0.0139,0.0127,0.07,52710256,0.1032
1500,2024-05-24,-0.0146,-0.0160,0.07,50282618,-0.1878
1510,2024-06-03,0.0000,-0.0014,0.03,50536001,-0.0431
1520,2024-06-13,0.0000,-0.0013,0.06,51460877,-0.0404
1530,2024-06-23,0.0144,0.0065,0.04,50258808,-0.0940
1540,2024-07-03,0.0000,-0.0011,0.07,51246221,-0.0317
1550,2024-07-13,0.0041,0.0041,0.11,52766254,0.0397
1560,2024-07-23,-0.0050,-0.0057,0.26,50330861,-0.0693
1570,2024-08-02,-0.0619,-0.0576,0.09,44313327,-0.4904
1580,2024-08-12,-0.0026,-0.0023,0.03,43517909,-0.0170
1590,2024-08-22,0.0000,-0.0012,0.09,44580088,-0.0367
1600,2024-09-01,0.0000,-0.0012,0.12,45946245,-0.0373
1610,2024-09-11,0.0000,-0.0008,0.26,44327306,-0.0239
1620,2024-09-21,-0.0035,-0.0007,0.07,44293065,0.0487
1630,2024-10-01,-0.0063,-0.0085,0.05,44523047,-0.1292
1640,2024-10-11,0.0154,0.0109,0.08,43862912,0.0176
1650,2024-10-21,-0.0179,-0.0159,0.20,38863990,-0.1178
1660,2024-10-31,0.0000,-0.0007,0.03,40881388,-0.0212
1670,2024-11-10,0.0214,0.0150,0.17,41717251,0.0211
1680,2024-11-20,0.0000,-0.0011,0.05,44589923,-0.0341
1690,2024-11-30,0.0041,0.0068,0.16,47334689,0.1219
1700,2024-12-10,0.0387,0.0326,0.14,51399899,0.2036
1710,2024-12-20,0.0148,0.0103,0.13,54759930,0.0148
1720,2024-12-30,0.0135,0.0145,0.04,55252086,0.1671
1730,2025-01-09,0.0000,-0.0012,0.04,56649315,-0.0354
1740,2025-01-19,-0.0274,-0.0234,0.20,51965520,-0.1549
1750,2025-01-29,0.0000,-0.0006,0.16,52102553,-0.0174
1760,2025-02-08,-0.0084,-0.0106,0.12,52246907,-0.1508
1770,2025-02-18,-0.0008,-0.0022,0.07,50049101,-0.0502
1780,2025-02-28,0.0093,0.0098,0.08,53428092,0.1086
1790,2025-03-10,-0.0208,-0.0153,0.07,52147065,-0.0425
1800,2025-03-20,0.0000,-0.0010,0.12,53053714,-0.0291
1810,2025-03-30,0.0000,-0.0006,0.03,55973287,-0.0166
1820,2025-04-09,0.0000,-0.0010,0.04,55416056,-0.0292
1830,2025-04-19,0.0203,0.0136,0.27,59831794,0.0030
1840,2025-04-29,0.0179,0.0184,0.15,67506692,0.1942
1850,2025-05-09,-0.0218,-0.0211,0.09,65539430,-0.1988
1860,2025-05-19,-0.0236,-0.0236,0.06,64063620,-0.2373
1870,2025-05-29,0.0000,-0.0011,0.11,63137413,-0.0321
1880,2025-06-08,-0.0243,-0.0229,0.06,58819614,-0.1999
1890,2025-06-18,0.0000,-0.0012,0.38,58423731,-0.0363
1900,2025-06-28,-0.0250,-0.0272,0.04,55229315,-0.3171
1910,2025-07-08,0.0033,0.0002,0.22,51375629,-0.0606
1920,2025-07-18,0.0020,0.0003,0.04,53703785,-0.0318
1930,2025-07-28,-0.0129,-0.0139,0.11,51700425,-0.1586
1940,2025-08-07,0.0000,-0.0010,0.11,47261582,-0.0294
1950,2025-08-17,-0.0000,-0.0020,0.05,45082584,-0.0581
1960,2025-08-27,0.0000,-0.0014,0.07,42796327,-0.0421
1970,2025-09-06,0.0330,0.0260,0.27,46106849,0.1208
1980,2025-09-16,-0.0214,-0.0239,0.04,45421708,-0.2907
1990,2025-09-26,0.0189,0.0178,0.07,45378341,0.1564
2000,2025-10-06,0.0332,0.0313,0.10,52241811,0.2761
2010,2025-10-16,0.0000,-0.0010,0.05,52914071,-0.0296
2020,2025-10-26,0.0232,0.0251,0.04,54709127,0.2898
2030,2025-11-05,0.0000,-0.0007,0.22,56516116,-0.0210
2040,2025-11-15,0.0242,0.0195,0.05,54639934,0.0993
2050,2025-11-25,-0.0161,-0.0131,0.09,56075439,-0.0723
2060,2025-12-05,0.0227,0.0205,0.04,56992449,0.1599
2070,2025-12-15,-0.0182,-0.0211,0.03,60767255,-0.2711
2080,2025-12-25,0.0000,-0.0009,0.07,65354676,-0.0284
2090,2026-01-04,0.0233,0.0217,0.04,66448144,0.1858
2100,2026-01-14,0.0000,-0.0013,0.05,68184984,-0.0381
2110,2026-01-24,-0.0293,-0.0252,0.18,64439947,-0.1723
2120,2026-02-03,0.0000,-0.0011,0.09,60753464,-0.0331
2130,2026-02-13,-0.0305,-0.0249,0.13,59179305,-0.1386
30,2020-05-15,-0.0298,-0.0226,0.04,97735264,-0.0828
40,2020-05-25,-0.0442,-0.0346,0.18,89669101,-0.1532
50,2020-06-04,0.0000,-0.0013,0.11,102752462,-0.0378
60,2020-06-14,-0.0077,-0.0177,0.05,124395439,-0.3776
70,2020-06-24,0.0000,-0.0012,0.20,151992818,-0.0372
80,2020-07-04,0.0392,0.0312,0.21,179446976,0.1505
90,2020-07-14,-0.0103,-0.0014,0.31,206112979,0.1663
100,2020-07-24,0.0179,0.0204,0.04,221475110,0.2553
110,2020-08-03,-0.0108,-0.0128,0.15,219010614,-0.1672
120,2020-08-13,0.0000,-0.0010,0.13,206888846,-0.0309
130,2020-08-23,-0.0121,-0.0254,0.08,172552217,-0.5210
140,2020-09-02,0.0000,-0.0006,0.06,175029605,-0.0191
150,2020-09-12,0.0099,0.0120,0.05,167503085,0.1602
160,2020-09-22,-0.0064,-0.0034,0.17,162419093,0.0257
170,2020-10-02,0.0210,0.0190,0.05,150743753,0.1500
180,2020-10-12,0.0028,-0.0018,0.04,161810646,-0.1096
190,2020-10-22,0.0000,-0.0012,0.06,140840910,-0.0373
200,2020-11-01,0.0045,0.0070,0.20,130269885,0.1194
210,2020-11-11,0.0000,-0.0014,0.17,130138836,-0.0434
220,2020-11-21,0.0257,0.0315,0.03,149553960,0.4292
230,2020-12-01,-0.0262,-0.0314,0.04,156386870,-0.4179
240,2020-12-11,-0.0152,-0.0219,0.04,158753335,-0.3516
250,2020-12-21,0.0313,0.0275,0.03,143884063,0.1998
260,2020-12-31,0.0000,-0.0011,0.16,132018658,-0.0326
270,2021-01-10,-0.0246,-0.0094,0.10,120955572,0.2094
280,2021-01-20,0.0000,-0.0010,0.10,110875374,-0.0307
290,2021-01-30,0.0006,-0.0113,0.03,119151145,-0.3494
300,2021-02-09,0.0000,-0.0012,0.26,118872748,-0.0357
310,2021-02-19,-0.0028,-0.0076,0.14,118735261,-0.1734
320,2021-03-01,-0.0052,-0.0031,0.12,108438985,0.0115
330,2021-03-11,0.0000,-0.0013,0.04,109594276,-0.0394
340,2021-03-21,0.0000,-0.0011,0.07,115414863,-0.0345
350,2021-03-31,0.0000,-0.0012,0.21,111920700,-0.0352
360,2021-04-10,-0.0080,-0.0077,0.04,102097195,-0.0708
370,2021-04-20,-0.0125,-0.0106,0.08,98560047,-0.0689
380,2021-04-30,-0.0261,-0.0158,0.26,98883100,0.0472
390,2021-05-10,0.0251,0.0191,0.06,100985616,0.0699
400,2021-05-20,0.0000,-0.0015,0.17,95027955,-0.0462
410,2021-05-30,-0.0070,-0.0020,0.22,92157419,0.0811
420,2021-06-09,0.0000,-0.0011,0.03,94424134,-0.0345
430,2021-06-19,-0.0085,-0.0109,0.18,96341294,-0.1561
440,2021-06-29,0.0051,0.0102,0.25,104856194,0.2043
450,2021-07-09,-0.0217,-0.0191,0.05,99438134,-0.1380
460,2021-07-19,0.0000,-0.0013,0.36,100476396,-0.0375
470,2021-07-29,0.0000,-0.0009,0.11,97570633,-0.0266
480,2021-08-08,0.0162,0.0131,0.17,102551459,0.0696
490,2021-08-18,0.0000,-0.0014,0.04,106684436,-0.0411
500,2021-08-28,-0.0404,-0.0376,0.09,108163581,-0.3194
510,2021-09-07,0.0201,0.0197,0.05,101353178,0.1886
520,2021-09-17,-0.0334,-0.0374,0.07,92627614,-0.4539
530,2021-09-27,-0.0053,-0.0071,0.26,89131738,-0.1065
540,2021-10-07,0.0000,-0.0013,0.05,91120601,-0.0377
550,2021-10-17,0.0216,0.0199,0.10,86886420,0.1654
560,2021-10-27,0.0000,-0.0011,0.08,82690864,-0.0317
570,2021-11-06,-0.0118,-0.0065,0.06,85825332,0.0421
580,2021-11-16,0.0014,0.0001,0.08,83049988,-0.0251
590,2021-11-26,-0.0338,-0.0399,0.06,80966810,-0.5216
600,2021-12-06,0.0017,0.0020,0.06,80499753,0.0270
610,2021-12-16,0.0000,-0.0006,0.21,75889647,-0.0176
620,2021-12-26,-0.0003,0.0028,0.17,83971477,0.0913
630,2022-01-05,0.0000,-0.0012,0.22,81846536,-0.0375
640,2022-01-15,0.0072,0.0071,0.09,80326612,0.0670
650,2022-01-25,0.0175,0.0140,0.25,76206728,0.0718
660,2022-02-04,0.0087,0.0085,0.04,82930074,0.0811
670,2022-02-14,0.0000,-0.0009,0.17,81018944,-0.0273
680,2022-02-24,0.0000,-0.0012,0.04,84293966,-0.0352
690,2022-03-06,-0.0120,-0.0132,0.06,84730133,-0.1539
700,2022-03-16,0.0000,-0.0009,0.10,83911462,-0.0261
710,2022-03-26,0.0161,0.0184,0.04,89203844,0.2311
720,2022-04-05,-0.0322,-0.0285,0.12,92120706,-0.2113
730,2022-04-15,-0.0034,-0.0033,0.08,88585761,-0.0316
740,2022-04-25,0.0124,0.0103,0.24,90770427,0.0600
750,2022-05-05,0.0000,-0.0011,0.07,91069017,-0.0328
760,2022-05-15,0.0058,0.0009,0.22,91000576,-0.0877
770,2022-05-25,0.0000,-0.0013,0.14,88423455,-0.0376
780,2022-06-04,0.0000,-0.0006,0.11,85071943,-0.0166
790,2022-06-14,-0.0034,-0.0016,0.03,84631678,0.0207
800,2022-06-24,-0.0085,-0.0094,0.18,82675684,-0.1114
810,2022-07-04,0.0034,0.0011,0.23,80799135,-0.0359
820,2022-07-14,0.0000,-0.0007,0.04,77989066,-0.0212
830,2022-07-24,-0.0221,-0.0235,0.03,74629194,-0.2620
840,2022-08-03,0.0000,-0.0012,0.20,74961197,-0.0373
850,2022-08-13,-0.0071,-0.0032,0.07,78118325,0.0456
860,2022-08-23,0.0137,0.0164,0.09,81115071,0.2180
870,2022-09-02,-0.0300,-0.0303,0.04,74725356,-0.3108
880,2022-09-12,0.0116,0.0114,0.03,73153381,0.1088
890,2022-09-22,0.0000,-0.0012,0.21,69650937,-0.0362
900,2022-10-02,-0.0071,-0.0061,0.25,67710995,-0.0412
910,2022-10-12,0.0000,-0.0014,0.13,68884178,-0.0432
920,2022-10-22,-0.0047,-0.0038,0.19,66419361,-0.0201
930,2022-11-01,0.0067,0.0048,0.13,66793930,0.0093
940,2022-11-11,-0.0095,-0.0128,0.08,73968031,-0.1935
950,2022-11-21,0.0068,0.0092,0.07,72877184,0.1379
960,2022-12-01,0.0000,-0.0010,0.11,73400006,-0.0302
970,2022-12-11,0.0309,0.0232,0.11,73174633,0.0774
980,2022-12-21,0.0000,-0.0011,0.08,73789503,-0.0320
990,2022-12-31,0.0017,0.0035,0.09,75344998,0.0717
1000,2023-01-10,-0.0281,-0.0211,0.22,80674194,-0.0705
1010,2023-01-20,-0.0314,-0.0271,0.03,81572079,-0.1854
1020,2023-01-30,0.0131,0.0127,0.05,76289129,0.1190
1030,2023-02-09,0.0000,-0.0010,0.04,76848177,-0.0296
1040,2023-02-19,0.0432,0.0434,0.05,79482840,0.4376
1050,2023-03-01,0.0000,-0.0010,0.06,90057434,-0.0296
1060,2023-03-11,-0.0177,-0.0118,0.14,93439527,0.0000
1070,2023-03-21,0.0000,-0.0011,0.20,98875620,-0.0331
1080,2023-03-31,0.0000,-0.0014,0.05,101500898,-0.0431
1090,2023-04-10,0.0145,0.0176,0.04,102538486,0.2369
1100,2023-04-20,0.0000,-0.0011,0.23,105641144,-0.0335
1110,2023-04-30,0.0077,0.0031,0.30,110422663,-0.0610
1120,2023-05-10,0.0000,-0.0008,0.14,104559062,-0.0229
1130,2023-05-20,0.0251,0.0171,0.04,106685852,0.0107
1140,2023-05-30,-0.0054,-0.0034,0.25,104699758,0.0074
1150,2023-06-09,-0.0443,-0.0383,0.13,101117032,-0.2624
1160,2023-06-19,0.0107,0.0121,0.02,99210014,0.1494
1170,2023-06-29,0.0000,-0.0012,0.03,94706407,-0.0349
1180,2023-07-09,-0.0156,-0.0150,0.05,93224659,-0.1378
1190,2023-07-19,0.0000,-0.0018,0.11,85297380,-0.0550
1200,2023-07-29,-0.0251,-0.0285,0.06,80432949,-0.3554
1210,2023-08-08,-0.0047,-0.0031,0.04,83871479,0.0021
1220,2023-08-18,-0.0153,-0.0154,0.07,78920769,-0.1570
1230,2023-08-28,0.0053,0.0039,0.31,87592035,0.0112
1240,2023-09-07,0.0000,-0.0008,0.06,90593895,-0.0234
1250,2023-09-17,-0.0069,-0.0070,0.06,89929616,-0.0732
1260,2023-09-27,0.0000,-0.0013,0.14,87088178,-0.0387
1270,2023-10-07,-0.0311,-0.0211,0.23,81130194,-0.0106
1280,2023-10-17,-0.0004,-0.0005,0.03,81380267,-0.0067
1290,2023-10-27,-0.0435,-0.0423,0.12,76460856,-0.4002
1300,2023-11-06,0.0191,0.0194,0.04,81834559,0.1999
1310,2023-11-16,0.0000,-0.0009,0.23,79204728,-0.0261
1320,2023-11-26,-0.0067,-0.0074,0.18,77542799,-0.0866
1330,2023-12-06,0.0000,-0.0010,0.06,82712791,-0.0309
1340,2023-12-16,0.0000,-0.0008,0.15,81504447,-0.0226
1350,2023-12-26,0.0031,0.0012,0.11,80563638,-0.0254
1360,2024-01-05,0.0040,0.0077,0.05,79297356,0.1528
1370,2024-01-15,-0.0024,-0.0020,0.12,79904319,-0.0117
1380,2024-01-25,0.0000,-0.0006,0.03,75812903,-0.0169
1390,2024-02-04,-0.0033,-0.0078,0.05,72808587,-0.1695
1400,2024-02-14,0.0000,-0.0008,0.06,71101591,-0.0228
1410,2024-02-24,0.0000,-0.0011,0.24,69020353,-0.0317
1420,2024-03-05,-0.0004,-0.0009,0.05,74080210,-0.0177
1430,2024-03-15,0.0082,0.0066,0.06,74469457,0.0344
1440,2024-03-25,-0.0041,-0.0052,0.04,78434247,-0.0723
1450,2024-04-04,0.0000,-0.0008,0.29,76967325,-0.0248
1460,2024-04-14,0.0113,0.0097,0.06,74924058,0.0656
1470,2024-04-24,0.0000,-0.0007,0.14,76953167,-0.0221
1480,2024-05-04,-0.0125,-0.0114,0.12,73348598,-0.0928
1490,2024-05-14,0.0139,0.0103,0.09,69308993,0.0308
1500,2024-05-24,-0.0146,-0.0133,0.15,66358918,-0.1080
1510,2024-06-03,0.0000,-0.0006,0.03,67421157,-0.0178
1520,2024-06-13,0.0000,-0.0008,0.05,69349837,-0.0228
1530,2024-06-23,0.0144,0.0155,0.08,68263726,0.1766
1540,2024-07-03,0.0000,-0.0011,0.19,68618883,-0.0331
1550,2024-07-13,0.0041,0.0033,0.06,70064864,0.0156
1560,2024-07-23,-0.0050,-0.0065,0.04,67380799,-0.0940
1570,2024-08-02,-0.0619,-0.0504,0.28,60115809,-0.2754
1580,2024-08-12,-0.0026,-0.0013,0.18,58914219,0.0138
1590,2024-08-22,0.0000,-0.0008,0.04,60830420,-0.0245
1600,2024-09-01,0.0000,-0.0012,0.10,62882408,-0.0353
1610,2024-09-11,0.0000,-0.0011,0.07,60884871,-0.0317
1620,2024-09-21,-0.0035,-0.0064,0.08,60510267,-0.1217
1630,2024-10-01,-0.0063,-0.0058,0.21,60302748,-0.0495
1640,2024-10-11,0.0154,0.0144,0.10,59448369,0.1225
1650,2024-10-21,-0.0179,-0.0145,0.08,52850991,-0.0778
1660,2024-10-31,0.0000,-0.0008,0.05,55282668,-0.0231
1670,2024-11-10,0.0214,0.0112,0.23,56701384,-0.0911
1680,2024-11-20,0.0000,-0.0013,0.07,60880839,-0.0379
1690,2024-11-30,0.0041,0.0034,0.14,65456211,0.0178
1700,2024-12-10,0.0387,0.0240,0.29,69794023,-0.0532
1710,2024-12-20,0.0148,0.0124,0.05,74205483,0.0752
1720,2024-12-30,0.0135,0.0027,0.08,72340753,-0.1884
1730,2025-01-09,0.0000,-0.0014,0.12,73777571,-0.0430
1740,2025-01-19,-0.0274,-0.0249,0.05,68264322,-0.1986
1750,2025-01-29,0.0000,-0.0012,0.06,68090972,-0.0360
1760,2025-02-08,-0.0084,-0.0065,0.16,67372322,-0.0262
1770,2025-02-18,-0.0008,-0.0016,0.12,65345104,-0.0320
1780,2025-02-28,0.0093,0.0045,0.05,68897206,-0.0498
1790,2025-03-10,-0.0208,-0.0199,0.10,66569634,-0.1809
1800,2025-03-20,0.0000,-0.0007,0.09,67409813,-0.0198
1810,2025-03-30,0.0000,-0.0009,0.11,69993634,-0.0281
1820,2025-04-09,0.0000,-0.0018,0.04,69456144,-0.0530
1830,2025-04-19,0.0203,0.0178,0.15,74209545,0.1273
1840,2025-04-29,0.0179,0.0242,0.03,79154037,0.3678
1850,2025-05-09,-0.0218,-0.0211,0.05,76005795,-0.1970
1860,2025-05-19,-0.0236,-0.0175,0.35,73329208,-0.0539
1870,2025-05-29,0.0000,-0.0010,0.08,71607062,-0.0295
1880,2025-06-08,-0.0243,-0.0213,0.07,66483099,-0.1530
1890,2025-06-18,0.0000,-0.0008,0.06,66165677,-0.0244
1900,2025-06-28,-0.0250,-0.0169,0.08,63074941,-0.0065
1910,2025-07-08,0.0033,0.0016,0.18,58767373,-0.0197
1920,2025-07-18,0.0020,0.0007,0.12,60973939,-0.0204
1930,2025-07-28,-0.0129,-0.0150,0.07,58172711,-0.1909
1940,2025-08-07,0.0000,-0.0009,0.07,49932194,-0.0284
1950,2025-08-17,-0.0000,0.0006,0.03,47373795,0.0176
1960,2025-08-27,0.0000,-0.0013,0.16,44746918,-0.0383
1970,2025-09-06,0.0330,0.0324,0.14,47945985,0.3127
1980,2025-09-16,-0.0214,-0.0207,0.14,48024604,-0.1946
1990,2025-09-26,0.0189,0.0147,0.11,47488695,0.0623
2000,2025-10-06,0.0332,0.0274,0.14,54406134,0.1600
2010,2025-10-16,0.0000,-0.0009,0.16,55182667,-0.0280
2020,2025-10-26,0.0232,0.0245,0.04,57099000,0.2727
2030,2025-11-05,0.0000,-0.0013,0.09,59082709,-0.0400
2040,2025-11-15,0.0242,0.0221,0.05,56636101,0.1794
2050,2025-11-25,-0.0161,-0.0143,0.06,58222896,-0.1072
2060,2025-12-05,0.0227,0.0195,0.11,60137397,0.1295
2070,2025-12-15,-0.0182,-0.0174,0.07,64178365,-0.1601
2080,2025-12-25,0.0000,-0.0007,0.03,68667367,-0.0208
2090,2026-01-04,0.0233,0.0173,0.14,69577434,0.0525
2100,2026-01-14,0.0000,-0.0007,0.08,71637804,-0.0218
2110,2026-01-24,-0.0293,-0.0227,0.24,67648685,-0.0971
2120,2026-02-03,0.0000,-0.0012,0.06,63061865,-0.0366
2130,2026-02-13,-0.0305,-0.0342,0.11,59870707,-0.4160
30,2020-05-15,-0.0298,-0.0263,0.13,97367023,-0.1933
40,2020-05-25,-0.0442,-0.0307,0.22,89047777,-0.0373
50,2020-06-04,0.0000,-0.0009,0.04,99415723,-0.0262
60,2020-06-14,-0.0077,-0.0230,0.19,115915658,-0.5371
70,2020-06-24,0.0000,-0.0011,0.08,137650470,-0.0341
80,2020-07-04,0.0392,0.0403,0.04,164041317,0.4229
90,2020-07-14,-0.0103,-0.0074,0.21,185911067,-0.0144
100,2020-07-24,0.0179,0.0176,0.06,202348396,0.1705
110,2020-08-03,-0.0108,-0.0029,0.27,201554167,0.1304
120,2020-08-13,0.0000,-0.0015,0.06,195272243,-0.0458
130,2020-08-23,-0.0121,-0.0204,0.04,165984240,-0.3700
140,2020-09-02,0.0000,-0.0013,0.05,169406657,-0.0388
150,2020-09-12,0.0099,0.0032,0.05,165231218,-0.1023
160,2020-09-22,-0.0064,-0.0030,0.04,159648137,0.0387
170,2020-10-02,0.0210,0.0169,0.23,149258360,0.0882
180,2020-10-12,0.0028,0.0011,0.25,170144152,-0.0239
190,2020-10-22,0.0000,-0.0012,0.16,146865030,-0.0357
200,2020-11-01,0.0045,0.0113,0.12,132034971,0.2487
210,2020-11-11,0.0000,-0.0008,0.03,126775192,-0.0239
220,2020-11-21,0.0257,0.0152,0.15,144330340,-0.0579
230,2020-12-01,-0.0262,-0.0238,0.08,150691175,-0.1883
240,2020-12-11,-0.0152,-0.0205,0.04,152359744,-0.3106
250,2020-12-21,0.0313,0.0277,0.13,134354208,0.2057
260,2020-12-31,0.0000,-0.0005,0.13,120290676,-0.0135
270,2021-01-10,-0.0246,-0.0228,0.10,106745906,-0.1918
280,2021-01-20,0.0000,-0.0011,0.09,98418234,-0.0334
290,2021-01-30,0.0006,-0.0040,0.03,106899542,-0.1306
300,2021-02-09,0.0000,-0.0010,0.32,107837196,-0.0310
310,2021-02-19,-0.0028,-0.0120,0.05,107018251,-0.3051
320,2021-03-01,-0.0052,-0.0043,0.06,99543496,-0.0254
330,2021-03-11,0.0000,-0.0011,0.22,98886247,-0.0327
340,2021-03-21,0.0000,-0.0015,0.04,107913277,-0.0452
350,2021-03-31,0.0000,-0.0008,0.07,105720382,-0.0230
360,2021-04-10,-0.0080,-0.0059,0.30,97531898,-0.0157
370,2021-04-20,-0.0125,-0.0133,0.04,95065238,-0.1493
380,2021-04-30,-0.0261,-0.0267,0.03,94249339,-0.2781
390,2021-05-10,0.0251,0.0164,0.06,91797966,-0.0123
400,2021-05-20,0.0000,-0.0010,0.17,88114559,-0.0305
410,2021-05-30,-0.0070,-0.0086,0.04,85856088,-0.1173
420,2021-06-09,0.0000,-0.0014,0.03,87472215,-0.0417
430,2021-06-19,-0.0085,-0.0044,0.07,90963516,0.0392
440,2021-06-29,0.0051,0.0001,0.16,99796509,-0.0991
450,2021-07-09,-0.0217,-0.0151,0.22,95484294,-0.0199
460,2021-07-19,0.0000,-0.0006,0.07,95398642,-0.0190
470,2021-07-29,0.0000,-0.0006,0.13,92859100,-0.0175
480,2021-08-08,0.0162,0.0155,0.04,97193075,0.1405
490,2021-08-18,0.0000,-0.0006,0.13,101823040,-0.0186
500,2021-08-28,-0.0404,-0.0347,0.11,103391269,-0.2322
510,2021-09-07,0.0201,0.0107,0.23,94169151,-0.0808
520,2021-09-17,-0.0334,-0.0258,0.14,88391129,-0.1052
530,2021-09-27,-0.0053,-0.0027,0.08,85166261,0.0236
540,2021-10-07,0.0000,-0.0011,0.13,87660968,-0.0344
550,2021-10-17,0.0216,0.0219,0.08,81878699,0.2268
560,2021-10-27,0.0000,-0.0015,0.05,79301561,-0.0446
570,2021-11-06,-0.0118,-0.0038,0.21,82316702,0.1232
580,2021-11-16,0.0014,-0.0010,0.20,79159326,-0.0580
590,2021-11-26,-0.0338,-0.0367,0.04,74827873,-0.4259
600,2021-12-06,0.0017,0.0035,0.18,73620320,0.0716
610,2021-12-16,0.0000,-0.0010,0.12,69392962,-0.0303
620,2021-12-26,-0.0003,-0.0003,0.14,74444411,-0.0020
630,2022-01-05,0.0000,-0.0004,0.04,72718777,-0.0128
640,2022-01-15,0.0072,0.0060,0.08,71914795,0.0356
650,2022-01-25,0.0175,0.0124,0.16,67248461,0.0212
660,2022-02-04,0.0087,0.0043,0.12,72791763,-0.0440
