Step,Date,Market_Return,Agent_Return,Cash_Ratio,Total_Value,Reward
1340,2023-12-16,0.0000,-0.0014,0.30,71147424,-0.0434
1350,2023-12-26,0.0031,0.0014,0.07,71059728,-0.0189
1360,2024-01-05,0.0040,0.0002,0.06,69705568,-0.0741
1370,2024-01-15,-0.0024,-0.0047,0.03,69984448,-0.0939
1380,2024-01-25,0.0000,-0.0011,0.05,67110610,-0.0331
1390,2024-02-04,-0.0033,-0.0032,0.19,64290720,-0.0294
1400,2024-02-14,0.0000,-0.0009,0.19,63151671,-0.0280
1410,2024-02-24,0.0000,-0.0007,0.07,61363482,-0.0207
1420,2024-03-05,-0.0004,-0.0006,0.06,64960859,-0.0092
1430,2024-03-15,0.0082,0.0104,0.03,65896330,0.1474
1440,2024-03-25,-0.0041,-0.0033,0.14,69471370,-0.0157
1450,2024-04-04,0.0000,-0.0004,0.16,67962287,-0.0129
1460,2024-04-14,0.0113,0.0059,0.31,66237991,-0.0485
1470,2024-04-24,0.0000,-0.0013,0.21,69383036,-0.0384
1480,2024-05-04,-0.0125,-0.0121,0.06,65675753,-0.1142
1490,2024-05-14,0.0139,0.0099,0.08,62420569,0.0186
1500,2024-05-24,-0.0146,-0.0101,0.20,59494701,-0.0100
1510,2024-06-03,0.0000,-0.0010,0.09,60721819,-0.0314
1520,2024-06-13,0.0000,-0.0008,0.06,61890920,-0.0241
1530,2024-06-23,0.0144,0.0053,0.26,59978147,-0.1284
1540,2024-07-03,0.0000,-0.0011,0.08,60448610,-0.0343
1550,2024-07-13,0.0041,0.0050,0.10,61980978,0.0681
1560,2024-07-23,-0.0050,-0.0032,0.19,58545901,0.0042
1570,2024-08-02,-0.0619,-0.0540,0.15,51813216,-0.3831
1580,2024-08-12,-0.0026,-0.0041,0.16,51129916,-0.0693
1590,2024-08-22,0.0000,-0.0014,0.24,52852692,-0.0412
1600,2024-09-01,0.0000,-0.0013,0.11,54712368,-0.0382
1610,2024-09-11,0.0000,-0.0015,0.18,53163098,-0.0439
1620,2024-09-21,-0.0035,-0.0085,0.04,52839778,-0.1829
1630,2024-10-01,-0.0063,-0.0058,0.24,52650658,-0.0486
1640,2024-10-11,0.0154,0.0106,0.07,51752846,0.0086
1650,2024-10-21,-0.0179,-0.0127,0.22,46191069,-0.0214
1660,2024-10-31,0.0000,-0.0014,0.23,48615500,-0.0407
1670,2024-11-10,0.0214,0.0193,0.06,49712627,0.1521
1680,2024-11-20,0.0000,-0.0008,0.05,53742034,-0.0240
1690,2024-11-30,0.0041,0.0055,0.14,57250551,0.0809
1700,2024-12-10,0.0387,0.0276,0.28,61947115,0.0522
1710,2024-12-20,0.0148,0.0116,0.17,64601291,0.0523
1720,2024-12-30,0.0135,0.0062,0.07,63980012,-0.0818
1730,2025-01-09,0.0000,-0.0014,0.23,64758882,-0.0420
1740,2025-01-19,-0.0274,-0.0278,0.10,59098824,-0.2869
1750,2025-01-29,0.0000,-0.0011,0.32,58851729,-0.0328
1760,2025-02-08,-0.0084,-0.0131,0.05,58315747,-0.2264
1770,2025-02-18,-0.0008,-0.0011,0.14,56199415,-0.0173
1780,2025-02-28,0.0093,0.0151,0.10,59909436,0.2676
1790,2025-03-10,-0.0208,-0.0238,0.19,58487944,-0.2984
1800,2025-03-20,0.0000,-0.0013,0.11,59387666,-0.0376
1810,2025-03-30,0.0000,-0.0009,0.04,62022735,-0.0272
1820,2025-04-09,0.0000,-0.0009,0.08,60363858,-0.0274
1830,2025-04-19,0.0203,0.0144,0.22,65961564,0.0260
1840,2025-04-29,0.0179,0.0151,0.04,69065600,0.0947
1850,2025-05-09,-0.0218,-0.0190,0.19,66845435,-0.1345
1860,2025-05-19,-0.0236,-0.0253,0.05,65125436,-0.2880
1870,2025-05-29,0.0000,-0.0007,0.14,63734269,-0.0214
1880,2025-06-08,-0.0243,-0.0251,0.04,58460084,-0.2681
1890,2025-06-18,0.0000,-0.0010,0.07,58535825,-0.0303
1900,2025-06-28,-0.0250,-0.0269,0.05,55090770,-0.3066
1910,2025-07-08,0.0033,0.0028,0.13,52007143,0.0182
1920,2025-07-18,0.0020,0.0007,0.17,54375656,-0.0211
1930,2025-07-28,-0.0129,-0.0116,0.04,52163737,-0.0890
1940,2025-08-07,0.0000,-0.0004,0.11,46341952,-0.0135
1950,2025-08-17,-0.0000,-0.0011,0.03,44122874,-0.0336
1960,2025-08-27,0.0000,-0.0015,0.15,41158928,-0.0461
1970,2025-09-06,0.0330,0.0304,0.13,45131968,0.2531
1980,2025-09-16,-0.0214,-0.0186,0.05,45120897,-0.1315
1990,2025-09-26,0.0189,0.0128,0.28,44624615,0.0077
2000,2025-10-06,0.0332,0.0318,0.03,50939303,0.2919
2010,2025-10-16,0.0000,-0.0009,0.06,51586999,-0.0281
2020,2025-10-26,0.0232,0.0153,0.34,53690561,-0.0040
2030,2025-11-05,0.0000,-0.0008,0.13,55434159,-0.0231
2040,2025-11-15,0.0242,0.0189,0.17,53805231,0.0830
2050,2025-11-25,-0.0161,-0.0163,0.18,55138507,-0.1691
2060,2025-12-05,0.0227,0.0202,0.05,56697577,0.1507
2070,2025-12-15,-0.0182,-0.0163,0.09,61031691,-0.1258
2080,2025-12-25,0.0000,-0.0013,0.11,64348068,-0.0390
2090,2026-01-04,0.0233,0.0206,0.12,65156699,0.1520
2100,2026-01-14,0.0000,-0.0010,0.19,65659247,-0.0286
2110,2026-01-24,-0.0293,-0.0248,0.20,61991537,-0.1603
2120,2026-02-03,0.0000,-0.0008,0.06,58249991,-0.0250
2130,2026-02-13,-0.0305,-0.0368,0.03,55839855,-0.4939
30,2020-05-15,-0.0298,-0.0294,0.10,97060058,-0.2854
40,2020-05-25,-0.0442,-0.0278,0.27,91092083,0.0497
50,2020-06-04,0.0000,-0.0011,0.04,104749568,-0.0330
60,2020-06-14,-0.0077,-0.0065,0.10,130096727,-0.0419
70,2020-06-24,0.0000,-0.0010,0.12,154169154,-0.0304
80,2020-07-04,0.0392,0.0449,0.04,189796199,0.5629
90,2020-07-14,-0.0103,-0.0115,0.24,223931978,-0.1390
100,2020-07-24,0.0179,0.0188,0.21,238405112,0.2062
110,2020-08-03,-0.0108,-0.0060,0.09,237976587,0.0360
120,2020-08-13,0.0000,-0.0017,0.15,220122698,-0.0507
130,2020-08-23,-0.0121,-0.0166,0.13,187199473,-0.2578
140,2020-09-02,0.0000,-0.0008,0.16,190336380,-0.0243
150,2020-09-12,0.0099,0.0051,0.04,186277326,-0.0457
160,2020-09-22,-0.0064,-0.0112,0.03,177437461,-0.2087
170,2020-10-02,0.0210,0.0183,0.08,165785329,0.1293
180,2020-10-12,0.0028,0.0063,0.27,184121453,0.1328
190,2020-10-22,0.0000,-0.0010,0.29,165646440,-0.0298
200,2020-11-01,0.0045,-0.0075,0.07,151382286,-0.3149
210,2020-11-11,0.0000,-0.0014,0.06,146039790,-0.0417
220,2020-11-21,0.0257,0.0298,0.07,170089347,0.3805
230,2020-12-01,-0.0262,-0.0223,0.11,182354840,-0.1449
240,2020-12-11,-0.0152,-0.0174,0.21,186302605,-0.2180
250,2020-12-21,0.0313,0.0328,0.05,173045404,0.3577
260,2020-12-31,0.0000,-0.0011,0.11,156950616,-0.0336
270,2021-01-10,-0.0246,-0.0276,0.14,138040758,-0.3341
280,2021-01-20,0.0000,-0.0011,0.04,126410666,-0.0317
290,2021-01-30,0.0006,-0.0065,0.07,136922812,-0.2061
300,2021-02-09,0.0000,-0.0010,0.11,133212385,-0.0302
310,2021-02-19,-0.0028,-0.0080,0.18,131547144,-0.1850
320,2021-03-01,-0.0052,-0.0024,0.34,123858427,0.0306
330,2021-03-11,0.0000,-0.0009,0.18,123343966,-0.0263
340,2021-03-21,0.0000,-0.0009,0.04,133301815,-0.0263
350,2021-03-31,0.0000,-0.0008,0.08,129988611,-0.0246
360,2021-04-10,-0.0080,-0.0104,0.18,118144174,-0.1515
370,2021-04-20,-0.0125,-0.0105,0.21,114083297,-0.0651
380,2021-04-30,-0.0261,-0.0254,0.18,112625062,-0.2382
390,2021-05-10,0.0251,0.0131,0.18,112297614,-0.1113
400,2021-05-20,0.0000,-0.0007,0.08,102852416,-0.0202
410,2021-05-30,-0.0070,-0.0120,0.10,100570889,-0.2195
420,2021-06-09,0.0000,-0.0007,0.15,101887907,-0.0221
430,2021-06-19,-0.0085,-0.0038,0.28,103831512,0.0578
440,2021-06-29,0.0051,-0.0004,0.06,111686499,-0.1149
450,2021-07-09,-0.0217,-0.0143,0.31,107619956,0.0062
460,2021-07-19,0.0000,-0.0011,0.22,107748305,-0.0332
470,2021-07-29,0.0000,-0.0006,0.14,103608692,-0.0188
480,2021-08-08,0.0162,0.0151,0.15,106820775,0.1293
490,2021-08-18,0.0000,-0.0011,0.08,111682463,-0.0338
500,2021-08-28,-0.0404,-0.0415,0.04,112233290,-0.4355
510,2021-09-07,0.0201,0.0127,0.33,104216450,-0.0201
520,2021-09-17,-0.0334,-0.0278,0.14,97028805,-0.1649
530,2021-09-27,-0.0053,-0.0026,0.27,92985749,0.0287
540,2021-10-07,0.0000,-0.0012,0.26,95863940,-0.0371
550,2021-10-17,0.0216,0.0160,0.12,91561890,0.0488
560,2021-10-27,0.0000,-0.0011,0.04,88288086,-0.0342
570,2021-11-06,-0.0118,-0.0205,0.04,89731619,-0.3771
580,2021-11-16,0.0014,0.0003,0.10,86227313,-0.0188
590,2021-11-26,-0.0338,-0.0366,0.08,82591766,-0.4216
600,2021-12-06,0.0017,-0.0023,0.23,81303188,-0.1018
610,2021-12-16,0.0000,-0.0013,0.08,76095210,-0.0384
620,2021-12-26,-0.0003,-0.0001,0.14,82017002,0.0020
630,2022-01-05,0.0000,-0.0009,0.22,78668584,-0.0268
640,2022-01-15,0.0072,0.0048,0.03,77159366,-0.0003
650,2022-01-25,0.0175,0.0150,0.28,72373156,0.0995
660,2022-02-04,0.0087,0.0114,0.11,77765944,0.1669
670,2022-02-14,0.0000,-0.0012,0.18,75576721,-0.0357
680,2022-02-24,0.0000,-0.0011,0.14,78592105,-0.0344
690,2022-03-06,-0.0120,-0.0176,0.10,77937160,-0.2887
700,2022-03-16,0.0000,-0.0013,0.06,76298281,-0.0383
710,2022-03-26,0.0161,0.0184,0.03,81032772,0.2290
720,2022-04-05,-0.0322,-0.0372,0.08,81866351,-0.4709
730,2022-04-15,-0.0034,-0.0034,0.31,78908902,-0.0360
740,2022-04-25,0.0124,0.0131,0.08,80440369,0.1441
750,2022-05-05,0.0000,-0.0011,0.10,79634761,-0.0341
760,2022-05-15,0.0058,0.0028,0.04,81301823,-0.0308
770,2022-05-25,0.0000,-0.0012,0.32,79814441,-0.0355
780,2022-06-04,0.0000,-0.0008,0.13,74718554,-0.0226
790,2022-06-14,-0.0034,-0.0057,0.05,72457101,-0.1019
800,2022-06-24,-0.0085,-0.0179,0.05,69408495,-0.3665
810,2022-07-04,0.0034,0.0062,0.06,66989176,0.1185
820,2022-07-14,0.0000,-0.0006,0.04,64326104,-0.0191
830,2022-07-24,-0.0221,-0.0233,0.04,61429057,-0.2571
840,2022-08-03,0.0000,-0.0010,0.21,61208818,-0.0289
850,2022-08-13,-0.0071,-0.0100,0.04,63908253,-0.1574
860,2022-08-23,0.0137,0.0105,0.11,64416539,0.0400
870,2022-09-02,-0.0300,-0.0376,0.07,59902254,-0.5298
880,2022-09-12,0.0116,0.0065,0.06,58179703,-0.0365
890,2022-09-22,0.0000,-0.0008,0.05,55641697,-0.0244
900,2022-10-02,-0.0071,-0.0067,0.22,55099550,-0.0570
910,2022-10-12,0.0000,-0.0009,0.22,55880964,-0.0277
920,2022-10-22,-0.0047,-0.0030,0.24,53781080,0.0025
930,2022-11-01,0.0067,0.0026,0.03,53696566,-0.0553
940,2022-11-11,-0.0095,-0.0146,0.17,58668185,-0.2486
950,2022-11-21,0.0068,0.0040,0.07,58254636,-0.0176
960,2022-12-01,0.0000,-0.0004,0.24,58164326,-0.0106
970,2022-12-11,0.0309,0.0289,0.03,59642290,0.2499
980,2022-12-21,0.0000,-0.0010,0.04,62104657,-0.0300
990,2022-12-31,0.0017,-0.0001,0.30,64525691,-0.0376
1000,2023-01-10,-0.0281,-0.0274,0.04,68663783,-0.2585
1010,2023-01-20,-0.0314,-0.0321,0.07,68040220,-0.3358
1020,2023-01-30,0.0131,0.0104,0.04,64176932,0.0487
1030,2023-02-09,0.0000,-0.0014,0.23,63848331,-0.0431
1040,2023-02-19,0.0432,0.0308,0.05,64722939,0.0617
1050,2023-03-01,0.0000,-0.0010,0.36,72716967,-0.0297
1060,2023-03-11,-0.0177,-0.0194,0.05,70741664,-0.2261
1070,2023-03-21,0.0000,-0.0010,0.03,78046345,-0.0298
1080,2023-03-31,0.0000,-0.0003,0.27,81814289,-0.0083
1090,2023-04-10,0.0145,0.0157,0.14,82792434,0.1797
1100,2023-04-20,0.0000,-0.0008,0.06,85729304,-0.0242
1110,2023-04-30,0.0077,0.0066,0.28,89362786,0.0452
1120,2023-05-10,0.0000,-0.0015,0.11,81263684,-0.0457
1130,2023-05-20,0.0251,0.0185,0.15,82584419,0.0548
1140,2023-05-30,-0.0054,-0.0065,0.08,81879352,-0.0856
1150,2023-06-09,-0.0443,-0.0463,0.03,77986452,-0.5044
1160,2023-06-19,0.0107,0.0140,0.09,77228668,0.2056
1170,2023-06-29,0.0000,-0.0013,0.11,74446124,-0.0390
1180,2023-07-09,-0.0156,-0.0130,0.09,73030808,-0.0780
1190,2023-07-19,0.0000,-0.0011,0.05,67726627,-0.0335
1200,2023-07-29,-0.0251,-0.0263,0.03,63502975,-0.2873
1210,2023-08-08,-0.0047,-0.0069,0.05,68233230,-0.1114
1220,2023-08-18,-0.0153,-0.0148,0.09,64488320,-0.1386
1230,2023-08-28,0.0053,0.0019,0.14,71298301,-0.0482
1240,2023-09-07,0.0000,-0.0009,0.10,74500937,-0.0261
1250,2023-09-17,-0.0069,-0.0051,0.16,73358750,-0.0144
1260,2023-09-27,0.0000,-0.0005,0.17,71135114,-0.0140
1270,2023-10-07,-0.0311,-0.0238,0.21,66492324,-0.0922
1280,2023-10-17,-0.0004,-0.0031,0.18,66521293,-0.0847
1290,2023-10-27,-0.0435,-0.0346,0.29,63237724,-0.1682
1300,2023-11-06,0.0191,0.0166,0.05,67501891,0.1171
1310,2023-11-16,0.0000,-0.0015,0.10,65264237,-0.0449
1320,2023-11-26,-0.0067,-0.0049,0.04,63867296,-0.0111
1330,2023-12-06,0.0000,-0.0010,0.03,68102676,-0.0299
1340,2023-12-16,0.0000,-0.0016,0.04,66811885,-0.0475
1350,2023-12-26,0.0031,0.0012,0.20,66547042,-0.0261
1360,2024-01-05,0.0040,0.0087,0.03,66103255,0.1809
1370,2024-01-15,-0.0024,-0.0033,0.12,66396118,-0.0510
1380,2024-01-25,0.0000,-0.0007,0.03,63389199,-0.0203
1390,2024-02-04,-0.0033,-0.0030,0.08,60846034,-0.0239
1400,2024-02-14,0.0000,-0.0010,0.18,59402654,-0.0287
1410,2024-02-24,0.0000,-0.0008,0.10,58066892,-0.0249
1420,2024-03-05,-0.0004,-0.0018,0.06,62104575,-0.0445
1430,2024-03-15,0.0082,0.0077,0.06,62587288,0.0670
1440,2024-03-25,-0.0041,-0.0044,0.06,66223703,-0.0504
1450,2024-04-04,0.0000,-0.0011,0.20,64329327,-0.0315
1460,2024-04-14,0.0113,0.0103,0.03,62968062,0.0847
1470,2024-04-24,0.0000,-0.0012,0.25,65567015,-0.0372
1480,2024-05-04,-0.0125,-0.0145,0.04,62317703,-0.1833
1490,2024-05-14,0.0139,0.0128,0.05,59035112,0.1076
1500,2024-05-24,-0.0146,-0.0162,0.04,56172878,-0.1934
1510,2024-06-03,0.0000,-0.0012,0.05,56972050,-0.0361
1520,2024-06-13,0.0000,-0.0012,0.17,59296052,-0.0348
1530,2024-06-23,0.0144,0.0171,0.05,58045400,0.2239
1540,2024-07-03,0.0000,-0.0011,0.05,58494235,-0.0318
1550,2024-07-13,0.0041,0.0042,0.04,58814142,0.0425
1560,2024-07-23,-0.0050,-0.0056,0.11,56288045,-0.0686
1570,2024-08-02,-0.0619,-0.0609,0.08,49392364,-0.5904
1580,2024-08-12,-0.0026,-0.0043,0.09,48333921,-0.0777
1590,2024-08-22,0.0000,-0.0011,0.12,49995654,-0.0330
1600,2024-09-01,0.0000,-0.0011,0.17,51379699,-0.0324
1610,2024-09-11,0.0000,-0.0011,0.21,49429410,-0.0327
1620,2024-09-21,-0.0035,-0.0019,0.12,49203605,0.0129
1630,2024-10-01,-0.0063,-0.0055,0.03,49071545,-0.0408
1640,2024-10-11,0.0154,0.0085,0.26,48438721,-0.0526
1650,2024-10-21,-0.0179,-0.0226,0.04,42188129,-0.3188
1660,2024-10-31,0.0000,-0.0012,0.05,44798706,-0.0352
1670,2024-11-10,0.0214,0.0178,0.18,46045588,0.1059
1680,2024-11-20,0.0000,-0.0009,0.09,48877190,-0.0268
1690,2024-11-30,0.0041,0.0033,0.13,51722515,0.0151
1700,2024-12-10,0.0387,0.0303,0.17,55801211,0.1331
1710,2024-12-20,0.0148,0.0104,0.17,58916511,0.0157
1720,2024-12-30,0.0135,0.0101,0.03,58475016,0.0347
1730,2025-01-09,0.0000,-0.0010,0.06,59535515,-0.0289
1740,2025-01-19,-0.0274,-0.0214,0.28,54517404,-0.0935
1750,2025-01-29,0.0000,-0.0012,0.19,55043534,-0.0348
1760,2025-02-08,-0.0084,-0.0051,0.17,54872824,0.0138
1770,2025-02-18,-0.0008,-0.0020,0.09,53182683,-0.0439
1780,2025-02-28,0.0093,0.0061,0.13,56161098,-0.0042
1790,2025-03-10,-0.0208,-0.0197,0.07,53798918,-0.1758
1800,2025-03-20,0.0000,-0.0013,0.04,53772239,-0.0400
1810,2025-03-30,0.0000,-0.0006,0.03,56019210,-0.0176
1820,2025-04-09,0.0000,-0.0009,0.14,55895469,-0.0257
1830,2025-04-19,0.0203,0.0214,0.04,60757174,0.2369
1840,2025-04-29,0.0179,0.0135,0.27,64861691,0.0473
1850,2025-05-09,-0.0218,-0.0210,0.14,62343131,-0.1962
1860,2025-05-19,-0.0236,-0.0184,0.28,60339155,-0.0809
1870,2025-05-29,0.0000,-0.0010,0.05,59300506,-0.0304
1880,2025-06-08,-0.0243,-0.0200,0.17,55247860,-0.1128
1890,2025-06-18,0.0000,-0.0010,0.18,55304113,-0.0300
1900,2025-06-28,-0.0250,-0.0231,0.19,52803291,-0.1926
1910,2025-07-08,0.0033,-0.0002,0.27,49450387,-0.0719
1920,2025-07-18,0.0020,0.0014,0.29,51987220,0.0024
1930,2025-07-28,-0.0129,-0.0135,0.26,50594227,-0.1472
1940,2025-08-07,0.0000,-0.0014,0.06,45471555,-0.0427
1950,2025-08-17,-0.0000,-0.0019,0.24,43062858,-0.0573
1960,2025-08-27,0.0000,-0.0012,0.04,40538985,-0.0359
1970,2025-09-06,0.0330,0.0300,0.17,44014392,0.2393
1980,2025-09-16,-0.0214,-0.0237,0.05,43670646,-0.2845
1990,2025-09-26,0.0189,0.0188,0.09,43762927,0.1852
2000,2025-10-06,0.0332,0.0322,0.03,50586615,0.3031
2010,2025-10-16,0.0000,-0.0012,0.35,51168767,-0.0372
2020,2025-10-26,0.0232,0.0202,0.18,52853629,0.1420
2030,2025-11-05,0.0000,-0.0008,0.15,54643358,-0.0227
2040,2025-11-15,0.0242,0.0169,0.18,53104917,0.0225
2050,2025-11-25,-0.0161,-0.0169,0.08,54453537,-0.1853
2060,2025-12-05,0.0227,0.0206,0.09,56065631,0.1637
2070,2025-12-15,-0.0182,-0.0150,0.26,60206194,-0.0869
2080,2025-12-25,0.0000,-0.0008,0.04,63331604,-0.0244
2090,2026-01-04,0.0233,0.0161,0.23,63573942,0.0174
2100,2026-01-14,0.0000,-0.0010,0.15,63445807,-0.0311
2110,2026-01-24,-0.0293,-0.0276,0.10,60028868,-0.2443
2120,2026-02-03,0.0000,-0.0013,0.21,57844558,-0.0379
2130,2026-02-13,-0.0305,-0.0276,0.04,56617218,-0.2197
30,2020-05-15,-0.0298,-0.0329,0.05,96712579,-0.3896
40,2020-05-25,-0.0442,-0.0400,0.03,86975267,-0.3166
50,2020-06-04,0.0000,-0.0012,0.10,97174073,-0.0350
60,2020-06-14,-0.0077,-0.0121,0.12,112707440,-0.2107
70,2020-06-24,0.0000,-0.0009,0.24,133135146,-0.0258
80,2020-07-04,0.0392,0.0421,0.07,158776517,0.4768
90,2020-07-14,-0.0103,-0.0091,0.05,179687587,-0.0664
100,2020-07-24,0.0179,0.0164,0.04,195207991,0.1342
110,2020-08-03,-0.0108,-0.0095,0.10,194374436,-0.0684
120,2020-08-13,0.0000,-0.0010,0.11,184878940,-0.0294
130,2020-08-23,-0.0121,-0.0149,0.07,156183594,-0.2049
140,2020-09-02,0.0000,-0.0010,0.19,159966748,-0.0310
150,2020-09-12,0.0099,0.0062,0.20,151333551,-0.0116
160,2020-09-22,-0.0064,-0.0014,0.03,141557161,0.0875
170,2020-10-02,0.0210,0.0109,0.22,131311110,-0.0937
180,2020-10-12,0.0028,0.0028,0.29,140076492,0.0279
190,2020-10-22,0.0000,-0.0010,0.15,122684525,-0.0310
200,2020-11-01,0.0045,0.0039,0.09,113566028,0.0289
210,2020-11-11,0.0000,-0.0009,0.22,111900664,-0.0276
220,2020-11-21,0.0257,0.0281,0.05,130739870,0.3295
230,2020-12-01,-0.0262,-0.0253,0.14,136107116,-0.2333
240,2020-12-11,-0.0152,-0.0187,0.08,136545423,-0.2584
250,2020-12-21,0.0313,0.0383,0.09,127116660,0.5224
260,2020-12-31,0.0000,-0.0009,0.03,112730471,-0.0265
270,2021-01-10,-0.0246,-0.0330,0.12,97464778,-0.4986
280,2021-01-20,0.0000,-0.0011,0.07,88466156,-0.0316
290,2021-01-30,0.0006,0.0031,0.29,94385649,0.0826
300,2021-02-09,0.0000,-0.0009,0.22,93586394,-0.0277
310,2021-02-19,-0.0028,-0.0101,0.14,92315717,-0.2482
320,2021-03-01,-0.0052,-0.0004,0.05,87257706,0.0901
330,2021-03-11,0.0000,-0.0010,0.29,87887422,-0.0287
340,2021-03-21,0.0000,-0.0010,0.05,94071875,-0.0314
350,2021-03-31,0.0000,-0.0014,0.10,92846523,-0.0408
360,2021-04-10,-0.0080,-0.0064,0.14,86202841,-0.0310
370,2021-04-20,-0.0125,-0.0102,0.15,83516559,-0.0553
380,2021-04-30,-0.0261,-0.0271,0.05,83678268,-0.2908
390,2021-05-10,0.0251,0.0196,0.10,85610583,0.0843
400,2021-05-20,0.0000,-0.0011,0.06,81070526,-0.0329
410,2021-05-30,-0.0070,-0.0090,0.03,78646344,-0.1302
420,2021-06-09,0.0000,-0.0014,0.04,79619302,-0.0415
430,2021-06-19,-0.0085,-0.0125,0.21,80703031,-0.2051
440,2021-06-29,0.0051,0.0039,0.06,87522571,0.0148
450,2021-07-09,-0.0217,-0.0154,0.18,83667913,-0.0284
460,2021-07-19,0.0000,-0.0008,0.19,84825982,-0.0232
470,2021-07-29,0.0000,-0.0011,0.22,81788352,-0.0335
480,2021-08-08,0.0162,0.0145,0.15,85604677,0.1101
490,2021-08-18,0.0000,-0.0010,0.15,89035618,-0.0314
500,2021-08-28,-0.0404,-0.0332,0.20,88620803,-0.1873
510,2021-09-07,0.0201,0.0188,0.02,82520228,0.1620
520,2021-09-17,-0.0334,-0.0297,0.10,76661113,-0.2220
530,2021-09-27,-0.0053,-0.0052,0.09,73445944,-0.0485
540,2021-10-07,0.0000,-0.0008,0.03,75503034,-0.0242
550,2021-10-17,0.0216,0.0199,0.03,71183799,0.1655
560,2021-10-27,0.0000,-0.0014,0.12,68207535,-0.0428
570,2021-11-06,-0.0118,-0.0224,0.10,69347688,-0.4359
580,2021-11-16,0.0014,0.0034,0.05,66008939,0.0730
590,2021-11-26,-0.0338,-0.0257,0.31,63404453,-0.0953
600,2021-12-06,0.0017,-0.0002,0.08,62400305,-0.0402
610,2021-12-16,0.0000,-0.0007,0.12,58680065,-0.0221
620,2021-12-26,-0.0003,0.0041,0.16,64385379,0.1298
630,2022-01-05,0.0000,-0.0009,0.05,62426976,-0.0277
640,2022-01-15,0.0072,0.0065,0.05,61262576,0.0513
650,2022-01-25,0.0175,0.0037,0.23,56613267,-0.2396
660,2022-02-04,0.0087,0.0094,0.24,60364222,0.1091
670,2022-02-14,0.0000,-0.0010,0.05,58231918,-0.0287
680,2022-02-24,0.0000,-0.0006,0.06,59626360,-0.0183
690,2022-03-06,-0.0120,-0.0118,0.17,59970547,-0.1126
700,2022-03-16,0.0000,-0.0007,0.13,59601563,-0.0211
710,2022-03-26,0.0161,0.0173,0.10,62854208,0.1953
720,2022-04-05,-0.0322,-0.0286,0.20,64972423,-0.2141
730,2022-04-15,-0.0034,-0.0028,0.07,63381627,-0.0182
740,2022-04-25,0.0124,0.0102,0.04,65555185,0.0581
750,2022-05-05,0.0000,-0.0016,0.13,65418253,-0.0470
760,2022-05-15,0.0058,0.0101,0.08,66155439,0.1885
770,2022-05-25,0.0000,-0.0016,0.24,64154506,-0.0478
780,2022-06-04,0.0000,-0.0009,0.23,60262427,-0.0267
790,2022-06-14,-0.0034,-0.0062,0.07,59378471,-0.1196
800,2022-06-24,-0.0085,-0.0019,0.28,57935033,0.1148
810,2022-07-04,0.0034,0.0039,0.12,56656891,0.0488
820,2022-07-14,0.0000,-0.0010,0.03,55019501,-0.0302
830,2022-07-24,-0.0221,-0.0170,0.04,53072832,-0.0670
840,2022-08-03,0.0000,-0.0010,0.30,53588422,-0.0286
850,2022-08-13,-0.0071,-0.0055,0.19,56218103,-0.0217
860,2022-08-23,0.0137,0.0093,0.32,56545872,0.0043
870,2022-09-02,-0.0300,-0.0219,0.15,52756475,-0.0572
880,2022-09-12,0.0116,0.0113,0.09,51254194,0.1054
890,2022-09-22,0.0000,-0.0012,0.06,48888742,-0.0351
900,2022-10-02,-0.0071,-0.0068,0.12,47287804,-0.0620
910,2022-10-12,0.0000,-0.0012,0.11,47524394,-0.0361
920,2022-10-22,-0.0047,-0.0049,0.16,45924309,-0.0535
930,2022-11-01,0.0067,0.0074,0.04,46125279,0.0878
940,2022-11-11,-0.0095,-0.0121,0.03,51497878,-0.1721
950,2022-11-21,0.0068,0.0019,0.08,50264037,-0.0795
960,2022-12-01,0.0000,-0.0016,0.04,49884091,-0.0469
970,2022-12-11,0.0309,0.0262,0.04,49834457,0.1687
980,2022-12-21,0.0000,-0.0011,0.11,51551393,-0.0336
990,2022-12-31,0.0017,0.0042,0.20,54442844,0.0922
1000,2023-01-10,-0.0281,-0.0259,0.03,58837336,-0.2163
1010,2023-01-20,-0.0314,-0.0295,0.14,58510356,-0.2568
1020,2023-01-30,0.0131,0.0056,0.03,54129578,-0.0953
1030,2023-02-09,0.0000,-0.0010,0.20,54235356,-0.0306
1040,2023-02-19,0.0432,0.0399,0.08,55492260,0.3330
1050,2023-03-01,0.0000,-0.0007,0.14,61513028,-0.0196
1060,2023-03-11,-0.0177,-0.0169,0.09,63193932,-0.1516
1070,2023-03-21,0.0000,-0.0015,0.11,67579348,-0.0462
1080,2023-03-31,0.0000,-0.0010,0.32,70814789,-0.0290
1090,2023-04-10,0.0145,0.0073,0.22,71510217,-0.0720
1100,2023-04-20,0.0000,-0.0010,0.17,74376461,-0.0293
1110,2023-04-30,0.0077,0.0111,0.07,77758947,0.1810
1120,2023-05-10,0.0000,-0.0010,0.19,73100536,-0.0311
1130,2023-05-20,0.0251,0.0141,0.15,76279163,-0.0781
1140,2023-05-30,-0.0054,-0.0105,0.04,74727262,-0.2072
1150,2023-06-09,-0.0443,-0.0483,0.04,71075825,-0.5644
1160,2023-06-19,0.0107,0.0073,0.13,68664957,0.0028
1170,2023-06-29,0.0000,-0.0013,0.07,64253535,-0.0404
